id,en_sent,en_amr,cn_sent,cn_amr,fa_sent,fa_amr
1118,""" One only understands the things that one tames , "" said the fox .","(s / say-01
  :ARG0 (f / fox)
  :ARG1 (u / understand-01
          :ARG0 (o / one)
          :ARG1 (t / thing
                  :ARG1-of (t2 / tame-01
                             :ARG0 o))
          :mod (o2 / only)))",“ 只有 被 驯服 了 的 事物 ， 才 会 被 了解 。 ” 狐狸 说 ，,"(x16 / 说-01
      :arg0()  (x15 / 狐狸)
      :arg1()  (x21 / condition
            :arg1(x2)  (x7 / 事物
                  :arg1-of(x6)  (x4 / 驯服-01
                        :aspect()  (x5 / 了)))
            :arg2(x9)  (x10 / 会-01
                  :arg0()  (x12 / 了解-01
                        :arg1()  (x7 / 事物)
                        :arg0(x11)  (x27 / person)))))",روباه گفت: هيچ چيزی را تا اهلی نکنند، نمی‌توان شناخت.,"(x / گفتن
      :ARG0 (x2 / روباه)
      :ARG1 (x3 / توانستن :polarity -
            :ARG1 (x4 / شناختن)
            :time (x5 / اهلی‌کردن :polarity -
                  :ARG0 (x6 / تو)
                  :ARG1 (x7 / چیز
                        :mod (x8 / هیچ)))))"
1119,""" Men have no more time to understand anything .","(h / have-03
  :ARG0 (m / man)
  :ARG1 (t / time
          :duration-of (u / understand-01
                         :ARG0 m
                         :ARG1 (a / anything)))
  :polarity -)",“ 人 不 会 再 有 时间 去 了解 任何 东西 的 。,"(x14 / say
      :arg1()  (x4 / 会-02
            :polarity()  (x3 / -)
            :arg0()  (x6 / 有-01
                  :arg0()  (x2 / 人)
                  :arg1()  (x7 / 时间)
                  :mod()  (x5 / 再)
                  :purpose(x8)  (x9 / 了解-01
                        :arg1()  (x11 / 东西
                              :mod()  (x10 / 任何))))
            :smood()  (x12 / 的)))",آدمها ديگر وقت شناختن هيچ چيز را ندارند.,"(x / داشتن :polarity -
      :ARG0 (x2 / آدم)
      :ARG1 (x3 / وقت
            :purpose (x4 / شناختن
                  :ARG0 x2
                  :ARG1 (x5 / چیز
                        :mod (x6 / هیچ))))
      :mod (x7 / دیگر))"
1120,They buy things all ready made at the shops .,"(b / buy-01
  :ARG0 (t / they)
  :ARG1 (t2 / thing
          :ARG1-of (m / make-01
                     :time (a / already)))
  :location (s / shop))",他们 总是 到 商人 那里 去 购买 现成 的 东西 。,"(x3_x6 / 到-01
      :arg0()  (x1 / 他们)
      :mod()  (x2 / 总是)
      :arg1()  (x5 / 那里
            :mod()  (x4 / 商人))
      :purpose(x6)  (x7 / 购买-01
            :arg1()  (x10 / 东西
                  :mod(x9)  (x8 / 现成))))",آنها چيزهای ساخته و پرداخته از دکان می‌خرند.,"(x / خریدن
      :ARG0 (x2 / آنها)
      :ARG1 (x3 / چیز
            :mod (x4 / ساخته‌وپرداخته))
      :location (x5 / دکان))"
1121,"But there is no shop anywhere where one can buy friendship , and so men have no friends any more .","(c / contrast-01
      :ARG2 (p / possible-01 :polarity -
            :ARG1 (b / buy-01
                  :ARG0 (o / one)
                  :ARG1 (f / friendship)
                  :location (s / shop
                        :location (a2 / anywhere))
                  :ARG0-of (c2 / cause-01
                        :ARG1 (h / have-rel-role-91 :polarity -
                              :ARG0 (p2 / person)
                              :ARG1 (m / man)
                              :ARG2 (f2 / friend)
                              :mod (a / anymore))))))",因为 世界 上 还 没有 购买 朋友 的 商店 ， 所以 人 也 就 没有 朋友 。,"(x18 / causation
      :arg1(x1)  (x5_2 / 有-03
            :polarity()  (x5_1 / -)
            :arg0(x3)  (x2 / 世界)
            :arg1()  (x9 / 商店
                  :location-of(x8)  (x6 / 购买-01
                        :arg1()  (x7 / 朋友)))
            :mod()  (x4 / 还))
      :arg2(x11_14)  (x15_2 / 有-01
            :arg0()  (x12 / 人)
            :arg1()  (x16 / 朋友)
            :mod()  (x13 / 也)))",اما چون کاسبی نيست که دوست بفروشد، آدمها بی‌دوست و آشنا مانده‌اند.,"(c / contrast-01
      :ARG2 (c2 / cause-01
            :ARG0 (x6 / کاسب :polarity -
                  :ARG0-of (x7 / فروختن
                        :ARG1 (x8 / دوست)))
            :ARG1 (x / ماندن
                  :ARG1 (x2 / آدم)
                  :ARG2 (x3 / و
                        :op1 (x4 / بی‌دوست)
                        :op2 (x5 / آشنا)))))"
1122,"If you want a friend , tame me ... ""","(t / tame-01
      :ARG0 (y / you)
      :ARG1 (i / i)
      :condition (w / want-01
            :ARG0 y
            :ARG1 (h / have-rel-role-91
                  :ARG0 (p / person)
                  :ARG1 y
                  :ARG2 (f / friend))))",如果 你 想 要 一 个 朋友 ， 那 就 驯服 我 吧 ！ ”,"(x16 / say
      :arg1()  (x18 / condition
            :arg1(x1)  (x3_x4 / 想要-01
                  :arg0()  (x2 / 你)
                  :arg1()  (x7 / 朋友
                        :quant()  (x5 / 1)
                        :cunit()  (x6 / 个)))
            :arg2(x9_x10)  (x11 / 驯服-01
                  :arg1()  (x12 / 我)
                  :mode()  (x13_x14 / expressive))))",تو اگر دوست می‌خواهی مرا اهلی کن!,"(x / اهلی‌کردن :mode imperative
      :ARG0 (x2 / تو)
      :ARG1 (x3 / من)
      :condition (x4 / خواستن
            :ARG0 x2
            :ARG1 (h / have-rel-role-91
                  :ARG0 (p / person)
                  :ARG1 (x5 / تو)
                  :ARG2 (x6 / دوست))))"
1123,""" What must I do , to tame you ? "" asked the little prince .","(a / ask-01
  :ARG0 (p / prince
          :mod (l / little))
  :ARG1 (o / obligate-01
          :ARG2 (d / do-02
                  :ARG0 p
                  :ARG1 (a2 / amr-unknown)
                  :purpose (t / tame-01
                             :ARG0 p
                             :ARG1 (y / you)))))",“ 那么 应当 做 些 什么 呢 ？ ” 小 王子 说 。,"(x12 / 说-01
      :arg0()  (x11 / 王子
            :mod()  (x10 / 小))
      :arg1()  (x3 / 应当
            :arg0()  (x4 / 做-01
                  :arg1()  (x6 / amr-unknown
                        :quant()  (x5 / 些))
                  :mode()  (x7_x8 / interrogative))))",شازده کوچولو پرسيد: برای اين کار چه بايد کرد؟,"(x / پرسیدن
      :ARG0 (x2 / شازده
            :mod (x3 / کوچولو))
      :ARG1 (x4 / بایستن
            :ARG1 (x5 / انجام‌دادن
                  :ARG1 (a / amr-unknown)
                  :purpose (x6 / کار
                        :mod (x7 / این)))))"
1124,""" You must be very patient , "" replied the fox .","(r / reply-01
      :ARG0 (f / fox)
      :ARG2 (o / obligate-01
            :ARG2 (p / patient-01
                  :ARG1 (y / you)
                  :degree (v / very))))",“ 应当 非常 耐心 。 ” 狐狸 回答 道 ，,"(x8_x9 / 回答-01
      :arg0()  (x7 / 狐狸)
      :arg1()  (x2 / 应当-01
            :arg0()  (x4 / 耐心-01
                  :degree()  (x3 / 非常))))",روباه در جواب گفت: بايد صبور بود.,"(x / جواب‌دادن
      :ARG0 (x2 / روباه)
      :ARG1 (x3 / بایستن
            :ARG1 (x4 / صبوری‌کردن)))"
1125,""" First you will sit down at a little distance from me - - like that - - in the grass .","(s / sit-down-02
      :ARG1 (y / you)
      :time (f / first)
      :location (r / relative-position
            :op1 (i / i)
            :quant (l / little)
            :unit (d / distance))
      :direction (d2 / down
            :location (g / grass))
      :example (t / that))",“ 开始 你 就 这样 坐 在 草丛 中 ， 坐 得 离 我 稍微 远 些 。,"(x19 / say
      :arg1()  (x21 / and
            :op1()  (x6 / 坐-01
                  :arg0()  (x3 / 你)
                  :manner()  (x5 / 这样
                        :mod()  (x4 / 就))
                  :arg1(x7_x9)  (x8 / 草丛)
                  :time()  (x2 / 开始))
            :op2()  (x11 / 坐-01
                  :manner(x12)  (x13 / 离-02
                        :arg0()  (x3 / 你)
                        :arg1()  (x14 / 我)
                        :arg2()  (x16 / 远
                              :degree()  (x17 / 些)
                              :degree()  (x15 / 稍微)))
                  :arg0()  (x3 / 你))))",تو اول کمی دور از من به اين شکل لای علفها می‌نشينی.,"(x / نشستن
      :ARG1 (x2 / تو)
      :time (x3 / اول)
      :location (r / relative-position
            :op1 (x6 / من)
            :quant (x4 / کمی)
            :unit (x5 / دور))
      :direction (x7 / لا
            :location (x8 / علف))
      :manner (x9 / به
            :op1 (x10 / شکل
                  :mod (x11 / این))))"
1126,"I shall look at you out of the corner of my eye , and you will say nothing .","(a / and
      :op1 (l / look-01
            :ARG0 (i / i)
            :ARG1 (y / you)
            :source (c / corner
                  :part-of (e / eye
                        :part-of i)))
      :op2 (s / say-01
            :ARG0 y
            :ARG1 (n / nothing)))",我 用 眼角 瞅着 你 ， 你 什么 也 不 要 说 。,"(x14 / and
      :op1()  (x4 / 瞅着-01
            :arg0()  (x1 / 我)
            :arg1()  (x5 / 你)
            :instrument(x2)  (x3 / 眼角))
      :op2()  (x11 / 要-03
            :arg0()  (x12 / 说-01
                  :arg0()  (x7 / x5)
                  :arg1()  (x8 / 什么))
            :polarity()  (x10 / -)
            :mod()  (x9 / 也)))",من از گوشه چشم به تو نگاه خواهم کرد و تو هيچ حرف نخواهی زد.,"(x / و
      :op1 (x2 / نگاه‌کردن
            :ARG0 (x3 / من)
            :ARG1 (x4 / تو)
            :source (x5 / گوشه
                  :part-of (x6 / چشم
                        :part-of x3)))
      :op2 (x7 / حرف‌زدن :polarity -
            :ARG0 x4
            :mod (x8 / هیچ)))"
1127,Words are the source of misunderstandings .,"(s / source-01
      :ARG1 (m / misunderstand-01)
      :ARG2 (w / word))",话语 是 误会 的 根源 。,"(x5 / 根源
      :domain(x2)  (x1 / 话语)
      :mod(x4)  (x3 / 误会))",زبان سرچشمه سوءتفاهم است.,"(x / سرچشمه
      :ARG1 (x2 / سوءتفاهم)
      :ARG2 (x3 / زبان))"
1128,"But you will sit a little closer to me , every day ... ""","(c2 / contrast-01
      :ARG2 (s / sit-01
            :ARG1 (y / you)
            :ARG2 (c / close-10
                  :ARG1 y
                  :ARG2 (i / i)
                  :degree (m / more
                        :mod (l / little))
                  :frequency (r2 / rate-entity-91
                        :ARG3 (t / temporal-quantity :quant 1
                              :unit (d / day))))))",但是 ， 每 天 ， 你 坐 得 靠 我 更 近 些 … ”,"(x16 / say
      :arg1()  (x18 / contrast
            :arg2(x1)  (x7 / 坐-01
                  :arg0()  (x6 / 你)
                  :frequency()  (x22 / temporal-quantity
                        :quant()  (x3 / 1)
                        :unit()  (x4 / 天))
                  :manner(x8)  (x9 / 靠-04
                        :arg1()  (x10 / 我)
                        :arg0()  (x6 / 你)
                        :manner()  (x12 / 近
                              :degree()  (x11 / 更)
                              :quant()  (x13 / 些))))))",ولی تو هر روز می‌توانی قدری جلوتر بنشينی.,"(c / contrast-01
      :ARG2 (x / توانستن
            :ARG0 (x2 / تو)
            :ARG1 (x3 / نشستن
                  :ARG1 x2
                  :ARG2 (x4 / جلو
                        :ARG2-of (h / have-degree-91
                              :ARG3 (x5 / برتر))
                        :degree (x6 / قدری)))
            :frequency (r / rate-entity-91
                  :ARG3 (t / temporal-quantity :quant 1
                        :unit (x7 / روز)))))"
1129,The next day the little prince came back .,"(c / come-01
      :ARG1 (p / prince
            :mod (l / little))
      :direction (b / back)
      :time (d / day
            :mod (n / next)))",第二 天 ， 小 王子 又 来 了 。,"(x7 / 来-01
      :arg0()  (x5 / 王子
            :mod()  (x4 / 小))
      :mod()  (x6 / 又)
      :aspect()  (x8 / 了)
      :time()  (x16 / 天
            :ord()  (x17 / ordinal-entity
                  :value()  (x1 / 2))))",فردا شازده کوچولو باز آمد.,"(x / آمدن
      :ARG1 (x2 / شازده
            :mod (x3 / کوچولو))
      :mod (x4 / باز)
      :time (x5 / فردا))"
1130,""" It would have been better to come back at the same hour , "" said the fox .","(s / say-01
      :ARG0 (f / fox)
      :ARG1 (g / good-02
            :ARG1 (c / come-01
                  :direction (b2 / back)
                  :time (h / hour
                        :ARG1-of (s2 / same-01)))
            :degree (m / more)))",“ 最好 还是 在 原来 的 那个 时间 来 。 ” 狐狸 说道 ，,"(x13 / 说道-01
      :arg0()  (x12 / 狐狸)
      :arg1()  (x9 / 来-01
            :time(x4)  (x8 / 时间
                  :mod(x6)  (x5 / 原来)
                  :mod()  (x7 / 那个))
            :mod()  (x2 / 最好)
            :mod()  (x3 / 还是)))",روباه گفت: بهتر بود به وقت ديروز می‌آمدی.,"(x / گفتن
      :ARG0 (x2 / روباه)
      :ARG1 (x3 / بهتر
            :ARG1 (x4 / آمدن
                  :ARG1 (x5 / تو)
                  :time (x6 / وقت
                        :mod (x7 / دیروز)))))"
1131,""" If , for example , you come at four o'clock in the afternoon , then at three o'clock I shall begin to be happy .","(b / begin-01
      :ARG0 (i / i)
      :ARG1 (h / happy-01
            :ARG1 i)
      :condition (c / come-01
            :ARG1 (y / you)
            :time (d2 / date-entity :time ""4:00""
                  :dayperiod (a / afternoon))
            :ARG0-of (e / exemplify-01))
      :time (d / date-entity :time ""3:00""))",“ 比如 说 ， 你 下午 四点钟 来 ， 那么 从 三点钟 起 ， 我 就 开始 感到 幸福 。,"(x21 / say
      :arg1()  (x2_x3 / 比如-01
            :arg1()  (x24 / condition
                  :arg1()  (x8 / 来
                        :arg0()  (x5 / 你)
                        :time()  (x27 / date-entity
                              :dayperiod()  (x6 / 下午)
                              :time()  (x7 / name :op1 ""4:00"")))
                  :arg2(x10_x16)  (x17 / 开始-01
                        :arg1()  (x18 / 感到-01
                              :arg1()  (x19 / 幸福))
                        :time(x11_x13)  (x33 / date-entity
                              :time()  (x12 / name :op1 ""3:00""))))))",تو اگر مثلا هر روز ساعت چهار بعد از ظهر بيايی، من از ساعت سه ببعد کم‌کم خوشحال خواهم شد.,"(x / شدن
      :ARG1 (x2 / من)
      :ARG2 (x3 / خوشحال)
      :manner (x4 / کم‌کم)
      :time (x6 / بعد
            :op1 (d / date-entity
                  :time (x5 / ""3:00"")))
      :condition (x7 / آمدن
            :ARG1 (x8 / تو)
            :time (d2 / date-entity
                  :time (x9 / ""4:00"")
                  :dayperiod (x10 / بعدازظهر))
            :frequency (r / rate-entity-91 :quant 1
                  :unit (x11 / روز))
            :ARG0-of (x12 / مثال‌زدن)))"
1132,I shall feel happier and happier as the hour advances .,"(f / feel-01
      :ARG0 (i / i)
      :ARG1 (a / and
            :op1 (h / happy-01
                  :ARG1 i
                  :degree (m / more))
            :op2 (h2 / happy-01
                  :ARG1 i
                  :degree (m2 / more)))
      :time (a2 / advance-01
            :ARG1 (h3 / hour)))",时间 越 临近 ， 我 就 越 感到 幸福 。,"(x2_x7 / 越
      :arg1()  (x3 / 临近-01
            :arg0()  (x1 / 时间))
      :arg2(x6)  (x8 / 感到-01
            :arg1()  (x9 / 幸福)
            :arg0()  (x5 / 我)))",هر چه بيشتر وقت بگذرد،‌ احساس خوشحالی من بيشتر خواهد بود.,"(x / شدن
      :ARG1 (x2 / من)
      :ARG2 (x3 / خوشحال)
      :time (x4 / گذشتن
            :ARG1 (x5 / وقت)
            :quant (x6 / بیشتر))
      :quant (x7 / بیشتر))"
1133,"At four o'clock , I shall already be worrying and jumping about .","(a / and
      :op1 (w / worry-01
            :ARG1 (i / i))
      :op2 (j / jump-03
            :ARG0 i
            :direction (a2 / about))
      :time (d / date-entity :time ""4:00"")
      :time (a3 / already))",到 了 四点钟 的 时候 ， 我 就 会 坐立不安 ；,"(x9 / 会-02
      :arg0()  (x10 / 坐立不安-01
            :arg0()  (x7 / 我)
            :mod()  (x8 / 就))
      :time(x1_x2_x4_x5)  (x18 / date-entity
            :time()  (x3 / name :op1 ""4:00"")))",سر ساعت چهار نگران و هيجان‌زده خواهم شد.,"(x / شدن
      :ARG1 (x2 / من)
      :ARG2 (x3 / و
            :op1 (x4 / نگران)
            :op2 (x5 / هیجان‌زده))
      :time (d / date-entity
            :time (x6 / ""4:00"")))"
1134,I shall show you how happy I am !,"(s / show-01
      :ARG0 (i / i)
      :ARG1 (h / happy-01
            :ARG1 i
            :degree (s2 / so))
      :ARG2 (y / you))",我 就 会 发现 幸福 的 代价 。,"(x3 / 会-02
      :arg0()  (x4 / 发现-01
            :arg0()  (x1 / 我)
            :arg1()  (x7 / 代价
                  :mod(x6)  (x5 / 幸福)))
      :mod()  (x2 / 就))",و آن وقت به ارزش خوشبختی پی‌خواهم برد.,"(x / و
      :op2 (x2 / پی‌بردن
            :ARG1 (x3 / من)
            :ARG2 (x6 / ارزش
                  :ARG1 (x7 / خوشبختی))
            :time (x4 / وقت
                  :mod (x5 / آن))))"
1135,"But if you come at just any time , I shall never know at what hour my heart is to be ready to greet you ...","(c / contrast-01
      :ARG2 (k / know-01 :polarity -
            :ARG0 (i / i)
            :ARG1 (h3 / hour
                  :time (r / ready-02
                        :ARG1 (h2 / heart
                              :part-of i)
                        :ARG2 (g / greet-01
                              :ARG0 h2
                              :ARG1 (y / you))))
            :time (e / ever)
            :condition (c2 / come-01
                  :ARG1 (y2 / you)
                  :time (t / time
                        :mod (a2 / any
                              :mod (j2 / just))))))",但是 ， 如果 你 随便 什么 时候 来 ， 我 就 不 知道 在 什么 时候 该 准备 好 我 的 心情 …,"(x24 / contrast
      :arg2(x1)  (x26 / condition
            :arg1(x3)  (x8 / 来
                  :arg0()  (x4 / 你)
                  :time()  (x7 / 时候
                        :mod()  (x6 / 什么)
                        :mod()  (x5 / 随便)))
            :arg2(x11)  (x13 / 知道-01
                  :arg0()  (x10 / 我)
                  :polarity()  (x12 / -)
                  :arg1()  (x17 / 该-01
                        :arg0()  (x18 / 准备-01
                              :manner()  (x19 / 好)
                              :arg1()  (x22 / 心情
                                    :poss(x21)  (x20 / x10))
                              :time(x14)  (x16 / 时候
                                    :mod()  (x15 / 什么)))))))",ولی اگر در وقت نامعلومی بيايی، دل مشتاق من نمی‌داند کی خود را برای استقبال تو بيارايد...,"(c / contrast-01
      :ARG2 (x / دانستن :polarity -
            :ARG0 (x2 / دل
                  :mod (x3 / مشتاق)
                  :poss (x4 / من))
            :ARG1 (x5 / آراستن
                  :ARG0 x2
                  :ARG1 x2
                  :purpose (x6 / استقبال‌کردن
                        :ARG0 x2
                        :ARG1 (x7 / تو))
                  :time (a / amr-unknown))
            :condition (x8 / آمدن
                  :ARG1 x7
                  :time (x9 / وقت
                        :mod (x10 / نامعلوم)))))"
1136,"One must observe the proper rites ... ""","(o / obligate-01
      :ARG1 (o3 / one)
      :ARG2 (o2 / observe-01
            :ARG0 o3
            :ARG1 (r / rite
                  :mod (p2 / proper))))",应当 有 一定 的 仪式 。 ”,"(x8 / say
      :arg1()  (x1 / 应当-01
            :arg0()  (x2 / 有-03
                  :arg1()  (x5 / 仪式
                        :mod(x4)  (x3 / 一定)))))",آخر در هر چيز بايد آيينی باشد.,"(x5 / بایستن
      :ARG1 (x / داشتن
            :ARG0 (x2 / چیز
                  :mod (x3 / هر))
            :ARG1 (x6 / آیین)
            :time (x4 / آخر)))"
1137,""" What is a rite ? "" asked the little prince .","(a / ask-01
      :ARG0 (p / prince
            :mod (l / little))
      :ARG1 (r / rite
            :domain (a2 / amr-unknown)))",“ 仪式 是 什么 ？ ” 小 王子 问道 。,"(x9 / 问道-01
      :arg0()  (x8 / 王子
            :mod()  (x7 / 小))
      :arg1()  (x4 / amr-unknown
            :domain(x3)  (x2 / 仪式)
            :mode()  (x5 / interrogative)))","شازده کوچولو پرسيد: ""آيين"" چيست؟","(x / پرسید
      :ARG0 (x2 / شازده
            :mod (x3 / کوچولو))
      :ARG1 (x4 / آیین
            :domain (a / amr-unknown)))"
1138,""" Those also are actions too often neglected , "" said the fox .","(s / say-01
  :ARG0 (f / fox)
  :ARG1 (a / act-02
          :domain (t2 / that)
          :ARG1-of (n2 / neglect-01
                     :frequency (o / often
                                  :degree (t3 / too)))
          :mod (a3 / also)))",“ 这 也 是 一 种 早 已 被 人 忘却 了 的 事 。 ” 狐狸 说 ，,"(x18 / 说-01
      :arg0()  (x17 / 狐狸)
      :arg1()  (x14 / 事
            :mod()  (x3 / 也)
            :domain(x4)  (x2 / 这)
            :arg1-of(x13)  (x11 / 忘却-01
                  :aspect()  (x12 / 了)
                  :arg0(x9)  (x10 / 人)
                  :time()  (x7_x8 / 早已))
            :quant()  (x5 / 1)
            :unit()  (x6 / 种)))",روباه گفت: اين هم چيزی است بسيار فراموش شده.,"(x / گفتن
      :ARG0 (x2 / روباه)
      :ARG1 (x3 / چیز
            :domain (x4 / این)
            :ARG1-of (x5 / فراموش‌کردن
                  :frequency (x6 / بسیار))))"
1139,""" They are what make one day different from other days , one hour from other hours .","(t2 / thing
      :domain (t / they)
      :ARG0-of (m / make-02
            :ARG1 (a / and
                  :op1 (d / differ-02
                        :ARG1 (d2 / day
                              :mod (o4 / one))
                        :ARG2 (d3 / day
                              :mod (o / other)))
                  :op2 (d4 / differ-02
                        :ARG1 (h / hour
                              :mod (o3 / one))
                        :ARG2 (h2 / hour
                              :mod (o2 / other))))))",“ 它 就 是 使 某 一 天 与 其他 日子 不同 ， 使 某 一 时刻 与 其他 时刻 不同 。,"(x23 / say
      :arg1()  (x25 / and
            :op1()  (x5 / 使-01
                  :arg0()  (x2 / 它)
                  :arg2()  (x12 / 不同-01
                        :arg0()  (x29 / and
                              :op1()  (x6_x7_x8 / 某一天)
                              :op2(x9)  (x11 / 日子
                                    :mod()  (x10 / 其他))))
                  :arg1()  (x6_x7_x8 / 某一天))
            :op2()  (x14 / 使-01
                  :arg0()  (x2 / 它)
                  :arg1()  (x15_x16_x17 / 某一时刻)
                  :arg2()  (x21 / 不同-01
                        :arg0()  (x37 / and
                              :op1()  (x15_x16_x17 / 某一时刻)
                              :op2(x18)  (x20 / 时刻
                                    :mod()  (x19 / 其他)))))))",چيزی است که باعث می‌شود روزی با روزهای ديگر و ساعتی با ساعتهای ديگر فرق پيدا کند.,"(x / چیز
      :ARG0-of (x2 / باعث‌شدن
            :ARG1 (x3 / فرق‌پیداکردن
                  :ARG1 (x4 / و
                        :op1 (x5 / روز)
                        :op2 (x6 / ساعت))
                  :ARG2 (x7 / و
                        :op1 (x8 / روز
                              :mod (x9 / دیگر))
                        :op2 (x10 / ساعت
                              :mod (x11 / دیگر))))))"
1140,"There is a rite , for example , among my hunters .","(r / rite
      :ARG1-of (h / have-03
            :ARG0 (p / person
                  :ARG0-of (h2 / hunt-01
                        :ARG1 (i / i))))
      :ARG0-of (e / exemplify-01))",比如 说 ， 我 的 那些 猎人 就 有 一 种 仪式 。,"(x1_x2 / 比如-01
      :arg1()  (x9 / 有-01
            :mod()  (x8 / 就)
            :arg0()  (x7 / 猎人
                  :mod()  (x6 / 那些)
                  :poss(x5)  (x4 / 我))
            :arg1()  (x12 / 仪式
                  :quant()  (x10 / 1)
                  :unit()  (x11 / 种))))",مثلا شکارچيان من برای خود آيينی دارند.,"(x / داشتن
      :ARG0 (p / person
            :ARG0-of (x2 / شکارکردن
                  :ARG1 (x5 / من)))
      :ARG1 (x3 / آیین)
      :ARG0-of (x4 / مثال‌زدن))"
1141,Every Thursday they dance with the village girls .,"(d / dance-01
      :ARG0 (t / they)
      :ARG2 (g / girl
            :source (v / village))
      :frequency (r / rate-entity-91
            :ARG4 (d2 / date-entity
                  :weekday (t2 / thursday))))",他们 每 星期四 都 和 村子 里 的 姑娘们 跳舞 。,"(x10 / 跳舞-01
      :arg0()  (x1 / 他们)
      :accompanier(x5)  (x9 / 姑娘们
            :location(x7_x8)  (x6 / 村子))
      :frequency(x2)  (x3 / 星期四)
      :mod()  (x4 / 都))",روزهای پنجشنبه با دختران ده می‌رقصند.,"(x / رقصیدن
      :ARG0 (x2 / آنها)
      :ARG2 (x3 / دختر
            :source (x4 / ده))
      :frequency (r / rate-entity-91
            :ARG4 (d / date-entity
                  :weekday (x5 / پنجشنبه))))"
1142,So Thursday is a wonderful day for me !,"(c / cause-01
      :ARG1 (d2 / day
            :domain (d / date-entity
                  :weekday (t / thursday))
            :ARG1-of (w / wonderful-03)
            :beneficiary (i / i)))",于是 ， 星期四 就 是 一 个 美好 的 日子 ！,"(x12 / causation
      :arg2(x1)  (x10 / 日子
            :mod(x9)  (x8 / 美好)
            :quant()  (x6 / 1)
            :cunit()  (x7 / 个)
            :domain(x5)  (x19 / date-entity
                  :weekday()  (x3 / 星期四))
            :mod()  (x4 / 就)
            :mode()  (x11 / expressive)))",پس پنجشنبه روز نازنينی است.,"(c / cause-01
      :ARG1 (x / روز
            :mod (x2 / نازنین)
            :domain (d / date-entity
                  :weekday (x3 / پنجشنبه))))"
1143,I can take a walk as far as the vineyards .,"(p / possible-01
      :ARG1 (w / walk-01
            :ARG0 (i / i)
            :extent (f / far
                  :degree (e / equal)
                  :compared-to (v / vineyard))))",我 可以 一直 散步 到 葡萄园 去 。,"(x2 / 可以-01
      :arg0()  (x4 / 散步-01
            :arg0()  (x1 / 我)
            :mod()  (x3 / 一直)
            :destination(x5_x7)  (x6 / 葡萄园)))",من در آن روز تا پای تاکستانها به گردش می‌روم.,"(x / رفتن
      :ARG0 (x2 / من)
      :ARG1 (x3 / گردش)
      :ARG4 (x6 / تاکستان)
      :time (x4 / روز
            :mod (x5 / آن)))"
1144,"But if the hunters danced at just any time , every day would be like every other day , and I should never have any vacation at all . ""","(c2 / contrast-01
      :ARG2 (v2 / vacation-01 :polarity -
            :ARG0 (i / i)
            :condition (d / dance-01
                  :ARG0 (p / person
                        :ARG0-of (h2 / hunt-01))
                  :time (a2 / any
                        :mod (j / just))
                  :ARG1-of (c / cause-01
                        :ARG0 (r / resemble-01
                              :ARG1 (d2 / day
                                    :mod (e / every))
                              :ARG2 (d3 / day
                                    :mod (o / other
                                          :mod (e2 / every))))))
            :quant (a4 / any)
            :mod (a3 / at-all)))",如果 猎人们 什么 时候 都 跳舞 ， 天天 又 全 都 一样 ， 那么 我 也 就 没有 假日 了 。 ”,"(x23 / say
      :arg1()  (x25 / condition
            :arg1(x1)  (x32 / and
                  :op1()  (x6 / 跳舞
                        :arg0()  (x2 / 猎人们)
                        :time()  (x4 / 时候
                              :mod()  (x3 / 什么))
                        :mod()  (x5 / 都))
                  :op2()  (x12 / 一样-01
                        :mod()  (x11 / 都)
                        :mod()  (x10 / 全)
                        :mod()  (x9 / 又)
                        :arg0()  (x8 / 天天)))
            :arg2(x14_x17)  (x18_2 / 有-01
                  :polarity()  (x18_1 / -)
                  :arg0()  (x15 / 我)
                  :arg1()  (x19 / 假日)
                  :aspect()  (x20 / 了)
                  :mod()  (x16 / 也))))",اگر شکارچيها هروقت دلشان می‌خواست می‌رقصيدند، روزها همه به هم شبيه می‌شدند و من ديگر تعطيل نمی‌داشتم.,"(x / و
      :op1 (x2 / شبیه‌شدن
            :ARG1 (x3 / روز
                  :mod (x4 / همه))
            :ARG2 x3)
      :op2 (x5 / داشتن :polarity -
            :ARG0 (x6 / من)
            :ARG1 (x7 / تعطیل)
            :mod (x8 / دیگر))
      :condition (x9 / رقصیدن
            :ARG0 (p / person
                  :ARG0-of (x10 / شکارکردن))
            :time (x11 / خواستن
                  :ARG0 (x12 / دل
                        :poss p))))"
1145,So the little prince tamed the fox .,"(c / cause-01
      :ARG1 (t / tame-01
            :ARG0 (p / prince
                  :mod (l / little))
            :ARG1 (f / fox)))",就 这样 ， 小 王子 驯服 了 狐狸 。,"(x6 / 驯服-01
      :arg0()  (x5 / 王子
            :mod()  (x4 / 小))
      :aspect()  (x7 / 了)
      :arg1()  (x8 / 狐狸)
      :manner()  (x2 / 这样
            :mod()  (x1 / 就)))",بدين گونه شازده کوچولو روباه را اهلی کرد,"(c / cause-01
      :ARG1 (x / اهلی‌کردن
            :ARG0 (x2 / شازده
                  :mod (x3 / کوچولو))
            :ARG1 (x4 / روباه)))"
